response;age;age_youngest_child;average#balance#feed#index;branch;debt_equity;gender;bad_payment;gold_card;pension_plan;household_debt_to_equity_ratio;income;marital;members_in_household;months_current_account;months_customer;call_center_contacts;loan_accounts;number_products;number_transactions;non_worker_percentage;white_collar_percentage;rfm_score
"NO";50;19;0;"Kingsville";50;"F";0;0;0;59;33635.000000;"S";6;-3;"0";1;3;0;0;9;31;0.000000
"NO";43;12;0;"Princeton";43;"F";0;0;0;61;33647.000000;"U";7;24;"36";1;0;0;0;8;30;0.000000
"SI";42;10;295;"Ravensville";42;"F";0;0;0;66;33580.000000;"U";2;10;"12";0;1;5;2;7;25;8.591330
"NO";46;14;109;"Foxton";46;"M";0;0;0;64;33561.000000;"S";3;18;"24";0;1;1;1;4;30;8.609000
"NO";39;6;89;"Foxton";39;"M";0;0;0;64;33561.000000;"M";3;24;"36";0;1;2;1;4;30;7.755670
"NO";26;0;0;"Kingsville";26;"F";0;0;0;49;33632.000000;"S";4;32;"36";3;0;0;0;7;43;0.000000
"NO";31;4;0;"Queensbury";31;"M";0;0;0;49;33632.000000;"S";4;-1;"0";3;0;0;0;7;43;0.000000
"NO";30;2;0;"Ravensville";30;"F";0;0;0;68;33598.000000;"S";6;10;"12";0;2;0;0;9;22;0.000000
"NO";19;0;320;"Kingsville";19;"F";0;0;0;70;33650.000000;"S";7;26;"36";0;2;2;1;6;23;9.599000
"NO";34;1;0;"Queensbury";34;"F";0;0;0;70;33650.000000;"M";7;-4;"0";0;1;0;0;6;23;0.000000
"NO";24;0;0;"Kingsville";24;"M";0;0;0;69;33649.000000;"S";6;-2;"0";0;1;0;0;7;22;0.000000
"NO";50;20;0;"Kingsville";50;"M";0;0;0;60;33646.000000;"S";4;16;"24";1;0;0;0;10;28;0.000000
"NO";47;18;0;"Catburg";47;"F";0;1;0;43;33610.000000;"U";5;11;"24";4;0;0;0;6;49;0.000000
"NO";40;12;0;"Catburg";40;"F";0;0;0;40;33588.000000;"M";3;8;"12";5;1;0;0;19;39;0.000000
"NO";40;10;0;"Queensbury";40;"M";0;1;0;58;33586.000000;"S";4;-3;"0";2;1;0;0;13;27;0.000000
"NO";49;21;104;"Kingsville";49;"M";0;0;0;50;33609.000000;"M";5;14;"24";3;2;3;2;15;33;10.595000
"SI";29;0;115;"Kingsville";29;"M";0;0;0;50;33609.000000;"S";6;34;"36";3;3;3;2;15;33;9.134820
"NO";43;15;0;"Ravensville";43;"F";0;0;0;63;33567.000000;"M";7;18;"24";1;0;0;0;8;27;0.000000
"NO";55;22;0;"Kingsville";55;"F";0;1;0;63;33567.000000;"U";6;25;"36";1;7;0;0;8;27;0.000000
"NO";35;7;120;"Queensbury";35;"F";0;0;0;64;33568.000000;"S";7;14;"24";1;2;4;3;9;25;9.514470
"SI";29;0;65;"Queensbury";29;"M";0;0;0;71;33641.000000;"S";5;25;"36";0;4;2;1;6;21;11.525700
"NO";30;0;0;"Catburg";30;"F";0;0;0;39;33572.000000;"S";6;29;"36";5;0;0;0;10;49;0.000000
"NO";34;5;69;"Catburg";34;"F";0;0;0;45;33574.000000;"U";6;35;"36";4;0;2;1;9;45;10.902300
"NO";47;17;0;"Kingsville";47;"F";0;0;0;66;33574.000000;"M";7;-4;"0";0;2;0;0;11;21;0.000000
"NO";35;4;168;"Kingsville";35;"F";0;1;0;73;33633.000000;"U";3;20;"24";0;4;3;3;11;14;9.629650
"NO";42;15;0;"Princeton";42;"M";0;0;0;66;33644.000000;"M";4;40;"48";0;2;0;0;16;16;0.000000
"NO";25;0;0;"Ravensville";25;"M";0;0;0;65;33615.000000;"S";7;18;"24";0;0;0;0;10;23;0.000000
"NO";35;6;0;"Ravensville";35;"M";0;0;0;57;33589.000000;"U";7;11;"24";2;0;0;0;13;28;0.000000
"NO";59;27;0;"Foxton";59;"M";0;0;0;68;33593.000000;"S";2;-1;"0";0;0;0;0;17;13;0.000000
"NO";49;19;0;"Catburg";49;"M";0;0;0;60;33593.000000;"U";4;11;"24";1;0;0;0;13;26;0.000000
"NO";24;0;0;"Foxton";24;"F";0;0;0;59;33640.000000;"S";2;17;"24";1;0;0;0;11;29;0.000000
"NO";28;0;0;"Ravensville";28;"F";0;0;0;50;33596.000000;"S";2;-3;"0";3;1;2;0;10;39;0.000000
"NO";34;2;0;"Foxton";34;"M";0;0;0;48;33552.000000;"U";7;22;"24";3;0;0;0;13;37;0.000000
"NO";44;14;0;"Princeton";44;"F";0;0;0;46;33639.000000;"M";4;28;"36";4;0;0;0;11;41;0.000000
"NO";34;7;0;"Foxton";34;"M";0;0;0;51;33604.000000;"M";4;12;"24";3;0;0;0;8;39;0.000000
"NO";46;13;206;"Ravensville";46;"F";0;0;0;38;33597.000000;"S";6;11;"24";5;0;2;1;15;45;7.645670
"NO";37;3;0;"Kingsville";37;"M";0;0;0;38;33597.000000;"M";6;18;"24";5;0;0;0;15;45;0.000000
"NO";45;17;0;"Catburg";45;"M";0;0;0;61;33605.000000;"S";4;-3;"0";1;4;0;0;14;23;0.000000
"NO";41;14;0;"Foxton";41;"F";0;0;0;57;33630.000000;"M";3;27;"36";2;4;0;0;8;33;0.000000
"NO";34;3;341;"Kingsville";34;"M";0;1;0;44;33557.000000;"U";7;26;"36";4;0;3;1;11;44;12.365700
"SI";50;20;59;"Princeton";50;"F";0;0;0;33;33724.000000;"S";5;10;"12";6;4;3;1;17;49;9.192330
"NO";43;17;0;"Queensbury";43;"M";0;0;0;53;33684.000000;"U";5;8;"12";3;0;0;0;12;34;0.000000
"NO";25;0;0;"Catburg";25;"F";0;0;0;40;33654.000000;"S";5;12;"24";5;1;0;0;9;49;0.000000
"NO";36;7;0;"Foxton";36;"F";0;0;0;52;33716.000000;"M";7;-2;"0";3;0;1;0;18;29;0.000000
"NO";25;0;303;"Catburg";25;"F";0;1;0;52;33716.000000;"S";7;21;"24";3;0;5;6;18;29;12.706300
"NO";36;3;182;"Princeton";36;"M";0;0;0;57;33683.000000;"U";3;34;"36";2;0;2;2;7;35;8.811330
"SI";37;3;463;"Ravensville";37;"M";0;0;0;48;33695.000000;"S";2;9;"12";3;1;1;18;6;45;24.596201
"NO";43;13;0;"Catburg";43;"F";0;0;0;66;33694.000000;"U";5;18;"24";0;1;0;0;14;18;0.000000
"NO";31;2;0;"Queensbury";31;"F";0;0;0;42;33723.000000;"M";2;8;"12";4;2;0;0;12;44;0.000000
"NO";19;0;0;"Queensbury";19;"M";0;0;0;61;33701.000000;"S";7;12;"24";1;2;0;0;10;27;0.000000
"NO";31;1;0;"Foxton";31;"F";0;0;0;44;33721.000000;"S";7;18;"24";4;1;0;0;9;45;0.000000
"NO";44;17;0;"Queensbury";44;"F";0;0;0;73;33683.000000;"M";5;-1;"0";0;0;1;0;5;20;0.000000
"NO";25;0;0;"Foxton";25;"M";0;0;0;61;33664.000000;"S";3;23;"36";1;0;0;0;13;24;0.000000
"NO";41;9;0;"Kingsville";41;"M";0;0;0;57;33707.000000;"S";7;-4;"0";2;0;0;0;6;36;0.000000
"NO";23;0;379;"Princeton";23;"M";0;0;0;62;33723.000000;"S";5;22;"24";1;1;4;2;6;31;8.497320
"NO";39;8;0;"Princeton";39;"M";0;0;0;58;33706.000000;"M";4;22;"24";1;0;0;0;6;34;0.000000
"NO";34;4;0;"Foxton";34;"F";0;0;0;63;33671.000000;"U";4;17;"24";1;4;0;0;8;27;0.000000
"NO";55;24;234;"Ravensville";55;"M";0;1;0;68;33707.000000;"M";6;33;"36";0;1;1;1;5;25;7.995670
"NO";41;6;0;"Kingsville";41;"F";0;0;0;68;33682.000000;"U";4;-5;"0";0;1;0;0;14;17;0.000000
"NO";30;0;337;"Princeton";30;"M";0;0;0;66;33709.000000;"S";5;15;"24";0;0;5;3;7;25;11.390600
"SI";46;20;269;"Princeton";46;"F";0;0;0;38;33658.000000;"S";6;10;"12";5;2;2;2;13;48;10.102300
"NO";48;17;335;"Ravensville";48;"F";0;0;0;61;33727.000000;"S";5;35;"48";1;0;3;2;12;26;9.194670
"NO";41;15;199;"Catburg";41;"F";0;0;0;34;33733.000000;"U";5;36;"48";6;0;1;1;14;50;8.699000
"NO";36;2;184;"Kingsville";36;"M";0;0;0;22;33701.000000;"S";6;38;"48";8;0;5;2;16;61;8.563990
"NO";36;6;0;"Ravensville";36;"M";0;0;0;54;33661.000000;"U";3;40;"48";2;1;0;0;9;35;0.000000
"NO";25;0;30;"Catburg";25;"F";0;0;0;35;33696.000000;"S";5;27;"36";6;1;2;1;13;50;11.363300
"NO";70;37;519;"Kingsville";70;"F";0;0;0;35;33696.000000;"U";4;40;"48";6;3;1;15;13;50;22.418200
"NO";40;8;288;"Foxton";40;"M";0;0;0;61;33703.000000;"S";4;9;"12";1;0;4;3;15;22;9.954660
"NO";22;0;0;"Catburg";22;"M";0;0;0;70;33737.000000;"S";4;-6;"0";0;2;1;0;9;20;0.000000
"SI";33;3;496;"Catburg";33;"M";0;0;0;61;33689.000000;"M";2;19;"24";1;0;1;15;5;33;22.021099
"NO";60;28;0;"Kingsville";60;"F";0;0;0;47;33718.000000;"U";6;-5;"0";3;3;0;0;18;33;0.000000
"NO";35;5;720;"Princeton";35;"F";0;0;0;65;33682.000000;"U";7;37;"48";0;0;2;5;15;19;12.287800
"NO";34;5;976;"Queensbury";34;"F";0;0;0;55;33668.000000;"M";4;29;"36";2;1;6;3;10;34;10.180300
"NO";41;12;44;"Kingsville";41;"M";0;0;0;64;33705.000000;"U";2;27;"36";0;0;2;1;6;28;7.339950
"NO";56;23;129;"Ravensville";56;"M";0;0;0;51;33705.000000;"M";6;15;"24";3;2;2;1;16;31;8.729000
"NO";40;10;123;"Ravensville";40;"F";0;0;0;51;33705.000000;"S";7;31;"36";3;2;4;2;16;31;9.185620
"NO";40;12;97;"Kingsville";40;"F";0;0;0;55;33691.000000;"M";4;33;"36";2;0;2;2;12;32;8.455660
"NO";47;17;203;"Ravensville";47;"M";0;0;0;57;33737.000000;"M";3;15;"24";2;1;3;1;8;34;9.089000
"SI";44;16;305;"Princeton";44;"F";0;0;0;54;33721.000000;"U";4;27;"36";2;1;1;1;7;38;10.065700
"NO";28;0;115;"Foxton";28;"F";0;0;0;62;33687.000000;"S";4;9;"12";1;0;2;2;11;25;9.875660
"NO";28;0;0;"Catburg";28;"F";0;0;0;62;33687.000000;"S";4;-2;"0";1;0;1;0;11;25;0.000000
"NO";41;8;0;"Queensbury";41;"M";0;0;0;49;33774.000000;"U";2;10;"12";3;1;0;0;11;38;0.000000
"NO";41;10;0;"Kingsville";41;"M";0;0;0;55;33781.000000;"M";4;24;"36";2;2;0;0;10;33;0.000000
"SI";50;19;614;"Catburg";50;"F";0;0;0;44;33789.000000;"S";5;38;"48";4;3;1;8;20;35;14.705100
"NO";29;0;127;"Kingsville";29;"M";0;0;0;60;33807.000000;"S";7;38;"48";1;0;4;1;8;31;7.852330
"NO";61;28;0;"Princeton";61;"M";0;0;0;61;33912.000000;"U";6;24;"36";1;0;0;0;20;18;0.000000
"NO";52;26;0;"Ravensville";52;"M";0;0;0;39;33926.000000;"U";2;12;"24";5;0;0;0;17;42;0.000000
"SI";46;16;312;"Catburg";46;"F";0;0;0;53;33898.000000;"M";5;29;"36";2;1;3;2;10;36;9.644670
"NO";30;0;14;"Catburg";30;"M";0;0;0;57;33894.000000;"S";6;25;"36";2;2;2;1;8;34;8.713990
"NO";32;4;317;"Foxton";32;"F";0;0;0;64;33911.000000;"S";4;27;"36";0;4;4;1;8;27;7.665670
"NO";38;11;0;"Ravensville";38;"F";0;0;0;64;33911.000000;"M";4;28;"36";0;3;0;0;8;27;0.000000
"NO";37;3;0;"Catburg";37;"M";0;0;0;64;33889.000000;"S";7;-4;"0";1;0;0;0;8;26;0.000000
"NO";67;37;0;"Foxton";67;"F";0;0;0;53;33884.000000;"S";5;35;"36";2;1;0;0;10;35;0.000000
"NO";56;24;0;"Queensbury";56;"M";0;0;0;54;33891.000000;"U";6;13;"24";2;0;0;0;16;29;0.000000
"NO";41;12;107;"Foxton";41;"F";0;0;0;42;33938.000000;"M";2;22;"24";4;0;2;1;18;38;8.794000
"NO";40;7;0;"Kingsville";40;"M";0;0;0;65;33885.000000;"U";2;40;"48";1;2;0;0;11;22;0.000000
"NO";68;40;0;"Foxton";68;"M";0;0;0;68;33918.000000;"M";4;25;"36";0;0;0;0;7;24;0.000000
"NO";67;39;0;"Foxton";67;"M";0;0;0;71;33906.000000;"S";6;8;"12";0;0;0;0;10;18;0.000000
"NO";27;0;0;"Queensbury";27;"M";0;0;0;49;33935.000000;"S";5;11;"24";3;1;0;0;16;33;0.000000
"NO";38;8;0;"Foxton";38;"F";0;0;0;70;33936.000000;"S";4;13;"24";0;0;0;0;7;21;0.000000
"NO";17;0;89;"Foxton";17;"M";0;0;0;63;33861.000000;"S";4;12;"24";1;2;3;1;11;25;7.555670
"NO";58;28;0;"Queensbury";58;"M";0;0;0;63;33861.000000;"U";3;14;"24";1;0;0;0;11;25;0.000000
"NO";21;0;78;"Foxton";21;"M";0;0;0;49;33946.000000;"S";6;35;"36";3;0;2;1;17;33;7.635670
"NO";31;1;0;"Foxton";31;"M";0;0;0;61;33891.000000;"M";2;27;"36";1;1;0;0;8;30;0.000000
"NO";33;2;0;"Catburg";33;"F";0;0;0;62;33887.000000;"M";5;33;"36";1;1;0;0;9;28;0.000000
"NO";60;31;0;"Ravensville";60;"F";0;0;0;62;33856.000000;"U";4;38;"48";1;0;0;0;17;20;0.000000
"NO";38;9;0;"Queensbury";38;"M";0;0;0;60;33859.000000;"U";3;16;"24";1;0;0;0;8;31;0.000000
"NO";30;0;0;"Queensbury";30;"F";0;0;0;69;33947.000000;"S";4;14;"24";0;0;0;0;11;18;0.000000
"NO";36;5;0;"Catburg";36;"M";0;0;0;45;33945.000000;"M";6;-1;"0";4;1;0;0;12;41;0.000000
"NO";72;41;481;"Ravensville";72;"F";0;0;0;55;33905.000000;"S";4;21;"24";2;0;3;1;12;31;11.982300
"NO";39;15;140;"Queensbury";39;"M";0;0;0;55;33905.000000;"S";5;33;"36";2;0;2;1;12;31;8.062330
"NO";41;11;0;"Catburg";41;"F";0;0;0;43;33923.000000;"U";6;40;"48";4;0;0;0;14;42;0.000000
"NO";33;3;0;"Queensbury";33;"F";0;0;0;61;33922.000000;"U";6;39;"48";1;0;0;0;8;29;0.000000
"NO";35;2;0;"Foxton";35;"F";0;0;0;51;33919.000000;"M";7;-6;"0";3;1;0;0;16;32;0.000000
"NO";32;2;0;"Catburg";32;"M";0;0;0;51;33919.000000;"U";7;-1;"0";3;0;0;0;16;32;0.000000
"NO";43;15;775;"Princeton";43;"M";0;0;0;43;33860.000000;"U";6;16;"24";4;0;2;1;8;47;9.925670
"NO";44;12;0;"Foxton";44;"F";0;0;0;43;33860.000000;"U";6;12;"24";4;1;0;0;8;47;0.000000
"NO";33;4;0;"Princeton";33;"M";0;0;0;62;33919.000000;"U";4;38;"48";1;1;0;0;13;24;0.000000
"NO";49;18;28;"Queensbury";49;"F";0;0;0;65;33938.000000;"U";7;35;"36";0;1;2;1;6;28;10.458300
"NO";65;32;0;"Kingsville";65;"M";0;0;0;56;33865.000000;"M";6;6;"12";2;4;0;0;6;37;0.000000
"SI";20;0;128;"Queensbury";20;"F";0;0;0;31;33867.000000;"S";6;36;"48";6;0;1;1;12;56;11.786700
"NO";36;4;0;"Foxton";36;"M";0;0;0;31;33867.000000;"M";6;8;"12";6;1;0;0;12;56;0.000000
"NO";45;13;125;"Ravensville";45;"M";0;0;0;45;33931.000000;"M";2;32;"36";4;2;4;3;11;43;11.281600
"SI";30;1;294;"Queensbury";30;"F";0;0;0;45;33931.000000;"M";2;5;"12";4;3;4;3;11;43;12.838700
"NO";62;31;212;"Ravensville";62;"F";0;0;0;63;33893.000000;"S";4;16;"24";1;1;4;2;12;24;11.822300
"NO";41;14;0;"Princeton";41;"F";0;0;0;68;33865.000000;"M";7;23;"36";0;0;0;0;9;22;0.000000
"NO";63;36;0;"Foxton";63;"M";0;0;0;47;33923.000000;"U";1;11;"24";4;1;0;0;18;33;0.000000
"NO";44;18;104;"Kingsville";44;"M";0;0;0;22;33878.000000;"U";2;21;"24";8;0;4;2;17;59;11.470700
"NO";33;2;0;"Foxton";33;"M";0;0;0;22;33878.000000;"M";2;16;"24";8;1;0;0;17;59;0.000000
"NO";50;21;0;"Catburg";50;"M";0;0;0;57;33912.000000;"M";4;-3;"0";2;0;1;0;6;36;0.000000
"SI";58;29;103;"Princeton";58;"F";0;0;0;55;33889.000000;"M";3;40;"48";2;1;2;2;4;39;9.666660
"NO";35;8;0;"Queensbury";35;"M";0;0;0;61;33899.000000;"M";4;-4;"0";1;3;1;0;13;25;0.000000
"NO";42;13;0;"Ravensville";42;"F";0;0;0;47;33924.000000;"U";3;24;"36";3;0;0;0;18;34;0.000000
"NO";33;3;679;"Princeton";33;"F";0;0;0;48;33881.000000;"S";7;31;"36";3;0;2;9;10;40;16.904699
"NO";19;0;96;"Kingsville";19;"M";0;1;0;69;33943.000000;"S";2;37;"48";0;3;4;2;13;17;8.459670
"NO";41;7;0;"Catburg";41;"M";0;0;0;41;33929.000000;"S";7;32;"36";4;0;0;0;12;45;0.000000
"NO";49;20;720;"Queensbury";49;"M";0;0;0;64;33900.000000;"U";6;13;"24";0;0;4;1;5;29;9.299000
"NO";48;18;199;"Foxton";48;"F";0;0;0;42;33932.000000;"M";4;38;"48";4;3;3;2;16;41;8.932320
"NO";47;13;0;"Catburg";47;"F";0;0;0;54;33919.000000;"U";6;-3;"0";2;0;0;0;13;32;0.000000
"NO";48;18;0;"Ravensville";48;"F";0;0;0;57;33852.000000;"S";3;7;"12";2;0;0;0;9;33;0.000000
"NO";41;11;482;"Foxton";41;"F";0;0;0;65;33903.000000;"U";5;17;"24";0;3;1;15;11;22;22.341299
"NO";21;0;0;"Ravensville";21;"M";0;0;0;65;33903.000000;"S";5;-6;"0";0;2;0;0;11;22;0.000000
"NO";25;0;0;"Princeton";25;"M";0;1;0;65;33903.000000;"S";5;-6;"0";0;3;0;0;11;22;0.000000
"NO";21;0;0;"Foxton";21;"M";0;0;0;54;33924.000000;"S";3;34;"36";2;1;0;0;12;32;0.000000
"NO";38;9;0;"Catburg";38;"F";0;0;0;68;33931.000000;"M";4;32;"36";0;1;0;0;5;25;0.000000
"SI";27;0;46;"Ravensville";27;"F";0;0;0;32;33884.000000;"S";2;32;"36";6;0;3;1;20;46;11.811700
"NO";34;4;155;"Catburg";34;"M";0;0;0;32;33925.000000;"M";5;36;"48";6;3;3;1;14;53;9.649990
"NO";35;5;177;"Foxton";35;"M";0;0;0;59;33926.000000;"U";7;39;"48";1;1;3;2;14;26;10.696300
"SI";37;4;719;"Catburg";37;"F";0;0;0;76;33893.000000;"U";4;31;"36";0;1;0;4;8;15;13.670600
"NO";43;11;0;"Ravensville";43;"F";0;0;0;59;33938.000000;"U";7;-6;"0";1;2;0;0;6;33;0.000000
"NO";47;17;0;"Kingsville";47;"F";0;0;0;45;33877.000000;"M";3;34;"36";4;2;0;0;19;35;0.000000
"NO";56;24;30;"Kingsville";56;"F";0;0;0;67;33920.000000;"U";2;22;"24";0;1;3;2;9;22;8.294650
"NO";42;15;182;"Queensbury";42;"M";0;0;0;67;33920.000000;"S";3;10;"12";0;4;1;1;9;22;7.892330
"NO";41;12;0;"Catburg";41;"F";0;0;0;45;33914.000000;"U";5;9;"12";4;0;0;0;11;42;0.000000
"NO";32;1;0;"Foxton";32;"F";0;0;0;49;33922.000000;"U";7;-3;"0";3;1;0;0;10;40;0.000000
"NO";78;47;0;"Kingsville";78;"M";0;0;0;45;33926.000000;"U";5;-6;"0";4;0;0;0;12;41;0.000000
"NO";34;5;0;"Queensbury";34;"F";0;0;0;44;33947.000000;"U";6;27;"36";4;0;0;0;17;37;0.000000
"NO";34;7;134;"Queensbury";34;"M";0;0;0;44;33938.000000;"U";4;18;"24";4;1;5;2;17;38;8.467320
"NO";28;0;282;"Queensbury";28;"M";0;0;0;51;33900.000000;"S";6;19;"24";3;5;5;3;8;39;9.915330
"NO";35;8;0;"Foxton";35;"M";0;0;0;57;33929.000000;"U";5;29;"36";2;1;0;0;14;28;0.000000
"NO";53;23;555;"Princeton";53;"M";0;0;0;66;33893.000000;"U";4;8;"12";1;1;2;10;13;20;17.080099
"NO";41;14;0;"Kingsville";41;"F";0;0;0;61;33873.000000;"S";6;14;"24";1;0;0;0;16;22;0.000000
"NO";38;7;150;"Queensbury";38;"M";0;0;0;56;33888.000000;"S";7;5;"12";2;2;2;1;12;31;7.983320
"NO";41;10;411;"Queensbury";41;"F";0;0;0;34;33851.000000;"U";4;13;"24";6;5;3;3;13;52;11.643600
"NO";36;10;0;"Catburg";36;"M";0;0;0;34;33851.000000;"M";4;13;"24";6;0;0;0;13;52;0.000000
"NO";44;15;0;"Foxton";44;"F";0;0;0;60;33898.000000;"U";2;-6;"0";1;0;0;0;6;32;0.000000
"NO";46;20;0;"Princeton";46;"F";0;0;0;60;33898.000000;"S";1;16;"24";1;0;0;0;6;32;0.000000
"NO";23;0;0;"Catburg";23;"F";0;0;0;57;33980.000000;"S";4;29;"36";2;1;0;0;11;30;0.000000
"NO";40;12;565;"Ravensville";40;"F";0;0;0;54;34044.000000;"M";7;28;"36";2;0;1;1;11;34;10.325700
"NO";43;18;0;"Catburg";43;"M";0;0;0;59;33979.000000;"S";6;-4;"0";2;0;1;0;10;30;0.000000
"NO";14;0;0;"Queensbury";14;"M";0;0;0;59;34014.000000;"S";2;-6;"0";1;0;1;0;10;30;0.000000
"NO";32;6;0;"Catburg";32;"F";0;0;0;66;33962.000000;"U";5;26;"36";0;0;0;0;12;21;0.000000
"NO";65;35;231;"Foxton";65;"F";0;0;0;48;33970.000000;"U";6;34;"36";3;0;2;2;11;39;11.776600
"NO";17;0;0;"Queensbury";17;"M";0;0;0;56;34044.000000;"S";2;28;"36";2;3;0;0;16;26;0.000000
"NO";35;5;0;"Catburg";35;"F";0;0;0;46;34040.000000;"M";6;27;"36";4;1;0;0;14;38;0.000000
"NO";35;7;12;"Foxton";35;"M";0;0;0;41;34001.000000;"U";4;12;"24";4;1;1;1;10;47;7.943320
"NO";33;2;0;"Queensbury";33;"M";0;0;0;62;34023.000000;"S";6;9;"12";1;2;0;0;9;27;0.000000
"NO";61;31;0;"Foxton";61;"M";0;0;0;50;34040.000000;"S";5;-2;"0";3;0;1;0;11;37;0.000000
"NO";53;28;0;"Ravensville";53;"M";0;0;0;42;34026.000000;"U";5;26;"36";4;0;0;0;11;46;0.000000
"NO";59;30;98;"Ravensville";59;"M";0;0;0;43;33984.000000;"S";5;37;"48";4;2;4;1;11;45;12.527300
"NO";39;9;0;"Ravensville";39;"M";0;0;0;62;33964.000000;"S";3;40;"48";1;1;0;0;7;29;0.000000
"NO";70;44;0;"Princeton";70;"M";0;0;0;61;33998.000000;"M";2;6;"12";1;0;0;0;7;30;0.000000
"NO";48;22;0;"Princeton";48;"M";0;0;0;65;33967.000000;"U";6;31;"36";0;0;0;0;8;26;0.000000
"NO";31;0;0;"Catburg";31;"F";0;0;0;54;33992.000000;"S";2;16;"24";2;0;0;0;15;29;0.000000
"NO";25;0;188;"Princeton";25;"M";0;0;0;54;33961.000000;"S";7;5;"12";2;2;3;2;10;35;8.412280
"NO";33;0;133;"Queensbury";33;"M";0;0;0;34;34037.000000;"S";3;32;"36";6;0;3;2;4;60;10.619000
"NO";49;19;0;"Princeton";49;"F";0;0;0;64;34061.000000;"U";6;-2;"0";1;0;0;0;10;24;0.000000
"NO";36;7;755;"Kingsville";36;"M";0;0;0;55;34089.000000;"M";4;13;"24";2;2;2;1;12;32;11.365700
"NO";36;3;0;"Princeton";36;"M";0;0;0;59;34060.000000;"U";4;6;"12";2;0;0;0;7;33;0.000000
"SI";43;19;695;"Catburg";43;"M";0;0;0;64;34116.000000;"U";4;29;"36";1;2;6;2;13;22;12.268000
"NO";42;10;0;"Catburg";42;"F";0;0;0;34;34122.000000;"S";2;-3;"0";6;0;0;0;10;54;0.000000
"NO";45;17;0;"Catburg";45;"M";0;0;0;56;34099.000000;"U";6;32;"36";2;1;0;0;13;30;0.000000
"NO";38;10;0;"Kingsville";38;"F";0;0;0;44;34078.000000;"S";4;-2;"0";4;0;0;0;19;35;0.000000
"NO";46;17;159;"Queensbury";46;"F";0;0;0;47;34089.000000;"S";3;32;"36";4;0;3;1;11;40;7.892330
"NO";36;8;0;"Queensbury";36;"M";0;0;0;54;34073.000000;"M";7;36;"48";3;1;0;0;14;31;0.000000
"NO";36;8;0;"Catburg";36;"M";0;0;0;63;34212.000000;"M";4;32;"36";1;5;0;0;16;20;0.000000
"NO";62;29;0;"Queensbury";62;"M";0;0;0;62;34238.000000;"M";6;22;"24";1;1;0;0;12;24;0.000000
"NO";27;0;0;"Kingsville";27;"F";0;0;0;45;34155.000000;"S";7;-2;"0";4;0;0;0;13;41;0.000000
"NO";33;0;0;"Catburg";33;"F";0;0;0;52;34247.000000;"S";4;20;"24";3;1;0;0;6;40;0.000000
"NO";44;15;0;"Queensbury";44;"M";0;0;0;51;34230.000000;"M";6;-1;"0";3;0;0;0;8;39;0.000000
"NO";40;11;152;"Catburg";40;"M";0;0;0;60;34173.000000;"M";2;12;"24";1;0;3;1;10;28;9.505670
"NO";27;0;0;"Ravensville";27;"M";0;0;0;72;34167.000000;"S";5;19;"24";0;0;0;0;6;20;0.000000
"NO";34;2;0;"Queensbury";34;"F";0;0;0;54;34307.000000;"M";2;-1;"0";2;1;2;0;11;33;0.000000
"NO";29;2;0;"Queensbury";29;"F";0;0;0;62;34349.000000;"S";5;33;"36";1;0;0;0;10;27;0.000000
"NO";38;5;0;"Princeton";38;"M";0;0;0;48;34291.000000;"U";4;19;"24";3;1;0;0;14;36;0.000000
"SI";48;22;291;"Foxton";48;"F";0;0;0;49;34315.000000;"U";1;37;"48";3;2;2;9;10;39;17.190901
"NO";28;0;0;"Foxton";28;"F";0;0;0;46;34365.000000;"S";5;17;"24";3;0;0;0;11;41;0.000000
"SI";26;0;95;"Princeton";26;"M";0;0;0;58;34429.000000;"S";3;6;"12";2;1;6;3;10;30;12.523300
"NO";41;10;130;"Catburg";41;"F";0;0;0;51;34391.000000;"S";6;34;"36";3;0;4;2;11;37;9.987660
"NO";34;3;94;"Ravensville";34;"F";0;0;0;69;34485.000000;"U";5;17;"24";0;0;1;1;8;21;9.855670
"NO";27;0;325;"Catburg";27;"M";0;0;0;55;34542.000000;"S";6;24;"36";2;1;2;2;7;36;10.218000
"NO";31;1;0;"Ravensville";31;"M";0;0;0;51;34490.000000;"U";6;-2;"0";3;1;0;0;14;34;0.000000
"NO";40;12;0;"Catburg";40;"F";0;0;0;54;34488.000000;"M";3;29;"36";2;1;0;0;9;35;0.000000
"NO";34;5;0;"Foxton";34;"M";0;0;0;58;34490.000000;"M";6;11;"24";2;1;0;0;11;29;0.000000
"NO";37;7;0;"Ravensville";37;"M";0;0;0;63;34517.000000;"U";7;40;"48";1;1;0;0;13;22;0.000000
"NO";45;15;0;"Princeton";45;"M";0;0;0;53;34493.000000;"S";5;21;"24";2;4;0;0;11;34;0.000000
"NO";38;7;0;"Ravensville";38;"M";0;0;0;72;34487.000000;"M";6;13;"24";0;4;0;0;11;15;0.000000
"NO";45;15;805;"Kingsville";45;"F";0;0;0;59;34451.000000;"U";3;9;"12";1;0;2;2;8;32;10.304700
"NO";47;14;0;"Foxton";47;"F";0;0;0;41;34457.000000;"U";4;9;"12";4;1;0;0;14;44;0.000000
"NO";39;13;0;"Catburg";39;"F";0;0;0;45;34465.000000;"S";2;20;"24";4;0;0;0;10;43;0.000000
"NO";42;9;194;"Foxton";42;"M";0;0;0;76;34513.000000;"M";2;6;"12";0;5;2;1;5;18;7.345670
