response;branch;gender;gold_card;income;marital;months_current_account;loan_accounts;number_products;number_transactions;white_collar_percentage
"NO";"Foxton";"M";0;37495.000000;"U";17;2;0;0;41
"SI";"Queensbury";"M";0;37547.000000;"S";19;0;1;1;51
"NO";"Kingsville";"F";0;37451.000000;"U";-4;4;1;0;38
"NO";"Queensbury";"M";0;37503.000000;"M";-2;1;2;0;31
"NO";"Foxton";"M";1;37490.000000;"M";37;1;0;0;25
"NO";"Queensbury";"M";0;37542.000000;"S";11;1;0;0;27
"NO";"Queensbury";"F";1;37452.000000;"M";17;3;3;1;26
"NO";"Catburg";"M";0;37504.000000;"M";6;2;0;0;26
"NO";"Catburg";"M";0;37504.000000;"U";36;1;3;1;26
"NO";"Ravensville";"F";0;37520.000000;"S";15;1;0;0;31
"NO";"Kingsville";"M";0;37520.000000;"S";26;0;0;0;31
"NO";"Catburg";"F";0;37520.000000;"S";18;2;0;0;31
"NO";"Catburg";"F";0;37520.000000;"S";32;0;4;2;31
"NO";"Queensbury";"F";0;37486.000000;"S";-3;2;0;0;25
"NO";"Catburg";"M";0;37486.000000;"M";36;1;0;0;25
"NO";"Princeton";"F";0;37499.000000;"M";8;1;2;2;33
"NO";"Catburg";"M";0;37476.000000;"S";12;0;4;2;31
"NO";"Princeton";"F";0;37513.000000;"U";32;3;0;0;34
"NO";"Princeton";"F";0;37533.000000;"M";-3;0;0;0;27
"NO";"Kingsville";"F";0;37540.000000;"S";23;2;0;0;35
"NO";"Catburg";"F";0;37489.000000;"S";23;2;0;0;43
"NO";"Catburg";"M";0;37460.000000;"U";32;0;3;1;28
"NO";"Foxton";"M";0;37503.000000;"U";31;1;3;1;24
"NO";"Catburg";"F";0;37503.000000;"U";-3;1;2;0;24
"NO";"Princeton";"M";0;37476.000000;"S";24;1;0;0;24
"NO";"Catburg";"F";0;37476.000000;"U";-4;0;0;0;24
"NO";"Foxton";"M";0;37476.000000;"S";26;4;6;4;24
"NO";"Kingsville";"F";0;37524.000000;"M";23;2;0;0;42
"NO";"Foxton";"F";0;37524.000000;"U";12;0;3;2;42
"NO";"Queensbury";"M";0;37549.000000;"S";-5;4;1;0;31
"NO";"Queensbury";"F";0;37526.000000;"S";0;2;0;0;44
"NO";"Ravensville";"F";0;37540.000000;"U";7;2;0;0;39
"NO";"Catburg";"F";0;37492.000000;"U";-1;0;0;0;30
"NO";"Queensbury";"F";0;37465.000000;"M";18;2;3;1;38
"NO";"Kingsville";"F";0;37528.000000;"M";24;1;3;1;29
"SI";"Queensbury";"M";0;37528.000000;"M";15;1;2;1;29
"NO";"Foxton";"F";0;37521.000000;"S";13;1;3;3;35
"NO";"Kingsville";"F";0;37521.000000;"S";22;4;0;0;35
"NO";"Princeton";"F";0;37498.000000;"S";40;1;3;2;46
"NO";"Foxton";"F";0;37459.000000;"U";36;0;4;2;47
"NO";"Kingsville";"M";1;37520.000000;"S";32;3;5;2;31
"NO";"Queensbury";"F";0;37495.000000;"U";37;2;0;0;32
"NO";"Catburg";"M";0;37535.000000;"S";-6;0;0;0;21
"NO";"Kingsville";"M";0;37517.000000;"S";11;1;0;0;33
"NO";"Queensbury";"M";0;37502.000000;"S";24;0;0;0;27
"NO";"Princeton";"M";0;37468.000000;"S";27;1;2;1;23
"NO";"Princeton";"F";0;37518.000000;"S";-2;0;0;0;21
"NO";"Kingsville";"M";0;37529.000000;"U";26;1;0;0;18
"SI";"Princeton";"M";0;37529.000000;"S";28;1;3;1;18
"NO";"Kingsville";"F";0;37507.000000;"S";29;0;4;2;44
"SI";"Princeton";"M";0;37451.000000;"U";33;0;2;1;35
"NO";"Catburg";"M";0;37502.000000;"S";30;2;0;0;26
"NO";"Kingsville";"F";0;37501.000000;"S";36;0;0;0;42
"NO";"Ravensville";"M";0;37495.000000;"U";27;0;3;1;40
"NO";"Queensbury";"F";0;37530.000000;"S";-3;1;0;0;36
"SI";"Foxton";"M";0;37530.000000;"S";20;0;2;1;36
"NO";"Queensbury";"M";0;37473.000000;"S";-5;2;0;0;37
"NO";"Princeton";"M";0;37474.000000;"U";14;1;3;2;29
"NO";"Kingsville";"M";0;37525.000000;"S";25;0;0;0;49
"NO";"Catburg";"F";0;37454.000000;"S";33;0;3;1;24
"NO";"Catburg";"M";0;37500.000000;"S";30;1;0;0;22
"NO";"Queensbury";"F";0;37476.000000;"U";34;1;3;2;34
"NO";"Princeton";"F";0;37493.000000;"U";-1;0;0;0;28
"SI";"Princeton";"F";0;37493.000000;"S";39;1;2;2;28
"NO";"Ravensville";"F";0;37531.000000;"M";0;3;0;0;28
"NO";"Queensbury";"M";0;37460.000000;"S";-4;0;1;0;31
"SI";"Ravensville";"M";0;37512.000000;"M";16;1;4;2;39
"NO";"Foxton";"M";0;37433.000000;"S";-1;0;2;0;27
"NO";"Foxton";"M";0;37366.000000;"M";16;2;0;0;23
"SI";"Queensbury";"F";0;37376.000000;"S";26;0;1;1;28
"NO";"Ravensville";"M";0;37360.000000;"S";26;2;3;2;23
"NO";"Foxton";"M";0;37252.000000;"S";14;0;0;0;46
"NO";"Queensbury";"M";1;37292.000000;"U";-4;7;0;0;37
"NO";"Catburg";"M";0;37264.000000;"U";33;0;0;0;22
"SI";"Princeton";"F";0;37260.000000;"U";11;4;3;2;36
"NO";"Queensbury";"F";0;37292.000000;"S";38;1;0;0;35
"NO";"Princeton";"F";0;37267.000000;"S";8;0;3;1;39
"NO";"Foxton";"F";0;37285.000000;"S";-6;0;0;0;22
"NO";"Queensbury";"M";0;37258.000000;"M";37;1;0;0;39
"NO";"Kingsville";"M";0;37301.000000;"U";19;2;0;0;42
"NO";"Catburg";"F";0;37314.000000;"S";-4;1;0;0;44
"NO";"Kingsville";"F";0;37325.000000;"S";25;0;0;0;16
"NO";"Foxton";"F";0;37302.000000;"U";24;1;0;0;38
"NO";"Ravensville";"F";0;37284.000000;"S";23;0;0;0;28
"SI";"Queensbury";"F";0;37308.000000;"M";40;0;2;1;35
"NO";"Kingsville";"F";0;37301.000000;"S";40;1;0;0;33
"NO";"Catburg";"M";0;37288.000000;"U";-5;0;2;0;29
"NO";"Foxton";"F";1;37261.000000;"U";30;0;3;2;40
"SI";"Princeton";"M";0;37268.000000;"S";5;0;4;1;47
"NO";"Ravensville";"F";0;37290.000000;"M";16;0;2;1;36
"NO";"Ravensville";"M";0;37194.000000;"S";10;0;0;0;45
"NO";"Princeton";"M";0;37238.000000;"U";-5;0;0;0;36
"NO";"Foxton";"M";0;37238.000000;"S";5;1;2;1;36
"NO";"Princeton";"M";0;37170.000000;"M";9;0;0;0;23
"NO";"Queensbury";"F";0;37224.000000;"U";26;0;2;1;25
"SI";"Ravensville";"M";0;37163.000000;"S";21;1;0;24;29
"NO";"Kingsville";"F";0;37219.000000;"S";-6;1;0;0;36
"NO";"Catburg";"M";0;37250.000000;"U";21;0;1;1;26
"NO";"Queensbury";"M";0;37199.000000;"U";31;1;0;0;34
"NO";"Ravensville";"M";0;37199.000000;"S";15;0;5;3;34
"NO";"Foxton";"F";0;37164.000000;"S";41;0;0;0;25
"NO";"Catburg";"M";0;37215.000000;"S";32;0;4;2;35
"NO";"Foxton";"F";0;37221.000000;"S";11;0;4;4;50
"NO";"Ravensville";"F";0;37248.000000;"S";36;0;2;1;27
"NO";"Queensbury";"F";0;37207.000000;"S";16;1;0;0;31
"NO";"Ravensville";"F";0;37160.000000;"S";22;0;4;3;18
"NO";"Queensbury";"F";0;37208.000000;"S";27;4;0;0;35
"NO";"Queensbury";"F";0;37181.000000;"U";14;2;0;0;44
"NO";"Princeton";"M";0;37153.000000;"U";20;1;3;2;29
"NO";"Princeton";"M";1;37108.000000;"M";39;1;0;0;36
"NO";"Princeton";"M";0;37108.000000;"S";34;2;0;0;36
"NO";"Queensbury";"M";1;37108.000000;"U";18;0;5;3;36
"NO";"Kingsville";"F";0;37078.000000;"S";-1;0;0;0;20
"NO";"Catburg";"M";0;37148.000000;"U";7;0;2;1;33
"SI";"Queensbury";"F";0;37113.000000;"M";32;2;3;1;25
"NO";"Ravensville";"F";0;37110.000000;"M";30;4;0;0;20
"NO";"Princeton";"F";0;37109.000000;"S";23;1;0;0;30
"SI";"Ravensville";"M";0;37094.000000;"M";22;1;4;3;40
"NO";"Queensbury";"M";0;37111.000000;"U";11;1;0;0;38
"NO";"Ravensville";"M";0;37098.000000;"S";37;0;0;0;30
"NO";"Catburg";"F";0;37051.000000;"S";33;4;3;2;38
"NO";"Catburg";"F";0;37066.000000;"S";28;0;2;2;31
"NO";"Kingsville";"F";0;37056.000000;"U";19;1;5;3;29
"NO";"Catburg";"F";0;37133.000000;"S";38;4;0;0;26
"NO";"Kingsville";"M";1;37117.000000;"S";10;3;4;2;19
"NO";"Kingsville";"M";0;37120.000000;"S";13;0;0;0;47
"NO";"Princeton";"F";0;37078.000000;"U";40;0;0;0;34
"NO";"Foxton";"F";0;37120.000000;"U";-2;0;0;0;29
"NO";"Foxton";"M";0;37120.000000;"S";41;1;0;0;29
"SI";"Ravensville";"M";0;37147.000000;"U";40;3;2;1;35
"NO";"Catburg";"F";0;37117.000000;"S";8;2;2;2;34
"NO";"Ravensville";"M";0;37119.000000;"S";39;1;0;0;39
"NO";"Kingsville";"F";0;37142.000000;"S";0;0;0;0;33
"NO";"Princeton";"M";0;37115.000000;"S";24;0;0;0;42
"NO";"Ravensville";"F";0;37143.000000;"M";-5;3;0;0;28
"NO";"Kingsville";"F";0;37149.000000;"S";11;0;0;0;36
"SI";"Princeton";"M";0;37148.000000;"M";7;1;2;2;32
"NO";"Queensbury";"M";0;37098.000000;"U";20;0;0;0;38
"NO";"Queensbury";"F";0;37109.000000;"S";-1;0;0;0;39
"NO";"Queensbury";"M";0;37109.000000;"S";7;0;1;1;39
"SI";"Princeton";"M";0;37139.000000;"S";26;3;4;3;12
"NO";"Princeton";"M";0;37123.000000;"U";20;0;0;0;25
"NO";"Foxton";"M";0;37143.000000;"M";-5;3;0;0;20
"NO";"Catburg";"M";0;37079.000000;"M";14;1;5;3;33
"NO";"Princeton";"M";0;37077.000000;"S";21;2;0;0;26
"NO";"Ravensville";"M";0;37100.000000;"S";-2;0;0;0;48
"NO";"Queensbury";"M";0;37134.000000;"S";31;0;0;0;33
"NO";"Ravensville";"M";0;37134.000000;"U";39;1;0;0;33
"NO";"Kingsville";"M";1;37080.000000;"S";0;0;3;0;20
"NO";"Kingsville";"F";0;37111.000000;"U";38;1;0;0;31
"SI";"Catburg";"F";0;37052.000000;"M";6;1;2;1;28
"NO";"Princeton";"M";0;37103.000000;"S";9;0;1;22;36
"NO";"Queensbury";"M";0;37017.000000;"M";29;5;0;0;36
"NO";"Kingsville";"M";0;36979.000000;"S";12;0;3;1;42
"NO";"Queensbury";"F";0;36967.000000;"U";28;2;4;2;42
"NO";"Kingsville";"F";0;37003.000000;"S";12;0;0;0;25
"NO";"Ravensville";"M";0;37035.000000;"S";0;1;1;0;25
"SI";"Ravensville";"F";1;36972.000000;"S";28;0;5;4;41
"NO";"Queensbury";"F";0;37006.000000;"S";18;1;3;1;34
"NO";"Princeton";"F";0;36959.000000;"M";-2;3;0;0;39
"NO";"Queensbury";"F";0;36956.000000;"U";11;1;0;0;34
"NO";"Catburg";"M";0;36962.000000;"S";20;1;1;8;42
"NO";"Queensbury";"F";0;36981.000000;"M";37;3;0;0;32
"NO";"Queensbury";"M";0;37003.000000;"U";-5;0;0;0;63
"NO";"Foxton";"F";0;36968.000000;"S";39;1;0;0;35
"NO";"Catburg";"F";0;37020.000000;"S";24;1;0;0;39
"NO";"Kingsville";"M";0;36982.000000;"U";8;1;0;0;31
"NO";"Princeton";"M";0;36970.000000;"U";8;0;0;0;45
"NO";"Catburg";"M";0;36962.000000;"S";-2;1;0;0;42
"NO";"Ravensville";"M";0;37048.000000;"S";17;0;0;4;29
"SI";"Princeton";"F";1;36978.000000;"M";7;1;2;1;29
"NO";"Catburg";"F";0;36878.000000;"U";31;1;0;0;47
"SI";"Foxton";"F";1;36888.000000;"M";35;1;4;25;30
"NO";"Catburg";"M";0;36863.000000;"M";24;0;0;0;47
"NO";"Foxton";"F";0;36869.000000;"M";-3;0;0;0;24
"SI";"Queensbury";"M";0;36882.000000;"U";17;1;3;4;35
"NO";"Kingsville";"M";0;36880.000000;"U";-5;0;0;0;42
"NO";"Foxton";"M";0;36938.000000;"S";26;1;6;5;21
"NO";"Princeton";"F";0;36931.000000;"U";33;0;0;0;36
"NO";"Foxton";"M";0;36870.000000;"U";37;1;0;0;20
"NO";"Kingsville";"F";0;36877.000000;"S";26;0;3;1;41
"NO";"Kingsville";"M";0;36898.000000;"S";14;0;3;3;27
"NO";"Queensbury";"F";0;36932.000000;"U";39;1;0;0;25
"NO";"Princeton";"F";0;36933.000000;"S";23;2;0;0;29
"SI";"Ravensville";"F";1;36918.000000;"M";12;1;3;1;47
"NO";"Ravensville";"M";0;36935.000000;"M";7;0;0;0;31
"NO";"Queensbury";"F";0;36863.000000;"M";7;4;2;1;37
"SI";"Ravensville";"M";0;36876.000000;"S";41;0;2;16;31
"NO";"Princeton";"F";0;36895.000000;"S";-1;0;0;0;40
"SI";"Princeton";"F";1;36926.000000;"S";7;0;2;1;41
"NO";"Queensbury";"F";0;36768.000000;"M";11;1;0;0;32
"SI";"Princeton";"F";0;36765.000000;"S";33;1;5;27;19
"NO";"Princeton";"F";0;36800.000000;"S";-3;0;0;0;25
"NO";"Princeton";"M";0;36820.000000;"S";9;1;3;1;30
"NO";"Ravensville";"M";0;36803.000000;"S";-3;4;0;0;23
"NO";"Princeton";"M";0;36769.000000;"S";17;0;0;0;35
"NO";"Ravensville";"F";0;36787.000000;"U";18;4;0;0;43
"NO";"Ravensville";"F";0;36844.000000;"M";20;1;0;0;19
"NO";"Catburg";"M";0;36830.000000;"S";14;0;0;0;38
"NO";"Queensbury";"M";0;36812.000000;"U";16;0;4;10;38
"NO";"Foxton";"F";0;36787.000000;"U";24;1;0;0;38
"NO";"Ravensville";"M";0;36809.000000;"U";18;1;5;3;22
"NO";"Foxton";"M";0;36752.000000;"M";32;1;3;1;25
"NO";"Foxton";"F";0;36825.000000;"M";14;0;2;1;31
"NO";"Catburg";"M";0;36772.000000;"U";40;0;0;0;25
"NO";"Queensbury";"M";1;36817.000000;"M";37;1;0;0;47
"NO";"Ravensville";"M";0;36786.000000;"U";34;0;0;0;35
"NO";"Kingsville";"M";0;36791.000000;"U";18;0;0;0;27
"NO";"Queensbury";"M";0;36802.000000;"U";33;2;0;0;35
"NO";"Kingsville";"M";0;36768.000000;"U";-6;1;0;0;26
"NO";"Ravensville";"M";0;36811.000000;"U";-6;1;0;0;27
"SI";"Foxton";"F";0;36837.000000;"M";18;2;2;2;42
"NO";"Ravensville";"F";0;36806.000000;"S";26;1;0;0;31
"NO";"Ravensville";"M";0;36769.000000;"U";21;3;3;2;24
"NO";"Foxton";"M";0;36657.000000;"U";-5;3;0;0;34
"NO";"Ravensville";"F";0;36741.000000;"M";38;1;0;0;33
"NO";"Queensbury";"M";0;36657.000000;"S";35;0;6;3;36
"NO";"Queensbury";"M";0;36730.000000;"M";18;1;2;2;42
"NO";"Foxton";"M";0;36692.000000;"U";29;2;0;0;25
"NO";"Ravensville";"M";0;36730.000000;"S";33;1;0;0;48
"NO";"Queensbury";"M";0;36729.000000;"M";13;1;0;0;36
"NO";"Princeton";"F";0;36709.000000;"U";26;4;0;0;32
"NO";"Foxton";"F";0;36708.000000;"U";-2;0;0;0;35
"NO";"Princeton";"M";0;36653.000000;"U";19;7;0;0;27
"NO";"Catburg";"M";1;36669.000000;"S";7;3;2;1;11
"NO";"Foxton";"M";0;36744.000000;"U";14;0;0;0;40
"SI";"Queensbury";"M";0;36742.000000;"M";16;5;3;2;35
"NO";"Catburg";"F";0;36696.000000;"S";27;1;0;0;31
"SI";"Foxton";"F";0;36652.000000;"S";37;1;3;2;36
"NO";"Ravensville";"F";0;36715.000000;"S";41;2;0;0;24
"NO";"Ravensville";"F";0;36707.000000;"U";40;4;1;1;33
"NO";"Kingsville";"M";0;36735.000000;"U";11;0;0;0;31
"NO";"Catburg";"M";1;36657.000000;"S";5;1;0;0;30
"NO";"Ravensville";"F";0;36718.000000;"S";7;0;4;1;41
"NO";"Queensbury";"F";0;36663.000000;"S";39;0;2;1;41
"SI";"Queensbury";"M";0;36675.000000;"U";32;0;1;21;30
"NO";"Catburg";"M";0;36716.000000;"S";38;0;0;0;29
"NO";"Catburg";"F";0;36663.000000;"M";13;1;4;1;34
"SI";"Queensbury";"M";0;36701.000000;"S";30;0;5;26;34
"NO";"Foxton";"M";0;36681.000000;"S";-6;0;0;0;65
"NO";"Catburg";"M";0;36690.000000;"S";7;0;0;0;39
"NO";"Kingsville";"F";0;36655.000000;"M";24;1;3;2;39
"NO";"Foxton";"F";0;36721.000000;"M";36;2;0;0;33
"NO";"Princeton";"M";0;36698.000000;"S";11;0;0;0;29
"NO";"Catburg";"F";0;36737.000000;"S";20;2;4;2;35
"NO";"Ravensville";"F";0;36696.000000;"S";13;1;2;1;40
"NO";"Kingsville";"F";0;36654.000000;"U";40;0;4;1;23
"NO";"Ravensville";"F";0;36687.000000;"M";7;0;0;0;31
"NO";"Catburg";"M";0;36746.000000;"S";21;2;2;2;25
"NO";"Catburg";"F";0;36685.000000;"M";17;3;0;0;29
"NO";"Ravensville";"M";1;36713.000000;"S";8;0;4;2;21
"SI";"Ravensville";"F";0;36655.000000;"S";31;0;2;1;45
"NO";"Princeton";"F";0;36693.000000;"U";-1;1;1;0;38
"NO";"Ravensville";"F";0;36653.000000;"S";-1;1;0;0;25
"NO";"Foxton";"F";1;36559.000000;"M";21;1;0;0;25
"NO";"Ravensville";"M";0;36591.000000;"S";28;3;0;0;29
"NO";"Kingsville";"F";0;36555.000000;"U";5;0;0;0;40
"NO";"Princeton";"F";0;36589.000000;"S";8;0;0;0;48
"SI";"Ravensville";"F";0;36634.000000;"S";30;0;4;3;24
"NO";"Catburg";"F";0;36610.000000;"S";7;0;0;0;40
"NO";"Queensbury";"M";0;36583.000000;"M";25;2;0;0;29
"NO";"Ravensville";"M";0;36650.000000;"U";23;0;0;0;20
"NO";"Foxton";"F";0;36614.000000;"S";15;0;2;1;21
"NO";"Kingsville";"M";0;36648.000000;"U";38;0;5;3;38
"NO";"Ravensville";"M";0;36595.000000;"U";6;2;3;2;42
"NO";"Foxton";"M";0;36611.000000;"M";21;1;0;0;39
"NO";"Queensbury";"F";0;36594.000000;"S";18;0;0;0;48
"NO";"Ravensville";"F";0;36558.000000;"U";38;5;2;1;38
"NO";"Kingsville";"M";0;36487.000000;"S";23;0;0;0;20
"NO";"Princeton";"F";0;36519.000000;"S";21;0;0;0;50
"NO";"Catburg";"M";0;36451.000000;"U";-1;1;0;0;34
"SI";"Catburg";"F";0;36500.000000;"U";21;0;4;2;27
"NO";"Queensbury";"F";0;36530.000000;"S";27;2;0;0;30
"NO";"Kingsville";"M";0;36500.000000;"S";35;0;0;0;24
"NO";"Foxton";"F";0;36486.000000;"S";19;0;0;0;31
"NO";"Ravensville";"F";0;36481.000000;"S";11;0;3;2;28
"NO";"Princeton";"M";0;36508.000000;"U";27;0;0;0;37
"SI";"Princeton";"M";0;36524.000000;"S";24;0;3;1;45
"NO";"Queensbury";"M";0;36528.000000;"S";17;1;0;0;20
"SI";"Kingsville";"M";0;36523.000000;"U";34;0;5;2;33
"NO";"Catburg";"M";0;36395.000000;"M";18;1;6;24;36
"NO";"Foxton";"M";0;36404.000000;"S";40;0;2;1;44
"NO";"Princeton";"F";0;36448.000000;"M";0;2;2;0;26
"NO";"Catburg";"M";0;36404.000000;"S";30;0;2;1;25
"NO";"Ravensville";"F";0;36352.000000;"S";9;0;0;0;19
"NO";"Princeton";"F";0;36400.000000;"M";18;1;0;0;37
"NO";"Kingsville";"M";0;36450.000000;"S";23;2;4;2;31
"NO";"Queensbury";"M";0;36376.000000;"S";-1;0;6;0;21
"NO";"Kingsville";"M";0;36356.000000;"S";30;1;3;1;30
"NO";"Catburg";"F";0;36427.000000;"S";-5;0;0;0;21
"NO";"Ravensville";"M";1;36377.000000;"M";32;1;0;0;33
"NO";"Princeton";"M";0;36444.000000;"S";39;1;0;0;28
"NO";"Kingsville";"M";0;36404.000000;"S";24;1;0;0;28
"NO";"Queensbury";"F";0;36389.000000;"M";29;4;0;0;38
"NO";"Ravensville";"M";0;36442.000000;"S";19;1;0;0;24
"NO";"Catburg";"M";1;36414.000000;"M";15;2;1;23;31
"NO";"Kingsville";"M";0;36365.000000;"M";18;5;0;0;47
"NO";"Foxton";"F";0;36365.000000;"U";25;1;0;0;47
"NO";"Princeton";"M";0;36359.000000;"S";31;2;3;18;30
"NO";"Princeton";"F";0;36359.000000;"M";11;1;0;0;30
"NO";"Ravensville";"M";0;36359.000000;"S";-6;1;0;0;30
"NO";"Queensbury";"F";0;36370.000000;"S";20;0;0;0;50
"SI";"Foxton";"F";0;36371.000000;"M";28;1;3;8;36
"NO";"Catburg";"F";0;36425.000000;"S";10;2;0;0;29
"NO";"Catburg";"M";0;36423.000000;"M";33;1;0;0;42
"NO";"Foxton";"M";0;36354.000000;"S";14;0;1;1;25
"SI";"Kingsville";"F";0;36431.000000;"U";12;2;2;1;25
"NO";"Ravensville";"M";0;36400.000000;"S";38;1;3;1;35
"NO";"Catburg";"F";0;36359.000000;"M";-5;1;0;0;32
"NO";"Catburg";"M";1;36389.000000;"M";39;4;0;0;20
"SI";"Ravensville";"M";1;36338.000000;"S";24;0;2;1;43
"NO";"Catburg";"M";0;36300.000000;"S";8;0;0;0;23
"NO";"Queensbury";"M";0;36252.000000;"M";18;0;0;0;35
"NO";"Kingsville";"F";0;36337.000000;"S";22;0;2;2;22
"NO";"Ravensville";"F";0;36282.000000;"S";27;0;3;2;34
"NO";"Queensbury";"F";0;36317.000000;"S";21;2;6;3;34
"NO";"Kingsville";"F";0;36310.000000;"M";-1;1;0;0;26
"NO";"Princeton";"M";0;36347.000000;"M";34;0;0;0;33
"NO";"Ravensville";"M";0;36348.000000;"U";-2;1;0;0;23
"NO";"Ravensville";"F";0;36290.000000;"S";-2;0;0;0;24
"NO";"Foxton";"M";0;36289.000000;"M";24;1;0;0;38
"NO";"Catburg";"F";0;36265.000000;"S";36;3;0;0;47
"NO";"Princeton";"F";1;36348.000000;"U";12;0;0;0;53
"NO";"Princeton";"M";0;36343.000000;"S";0;0;3;0;47
"NO";"Princeton";"F";0;36303.000000;"S";6;0;0;0;45
"NO";"Princeton";"F";0;36343.000000;"S";13;0;5;27;40
"NO";"Catburg";"F";1;36279.000000;"U";7;2;4;3;41
"NO";"Queensbury";"M";0;36271.000000;"S";-6;1;0;0;38
"NO";"Catburg";"F";0;36333.000000;"S";-5;2;0;0;34
"NO";"Foxton";"F";1;36304.000000;"U";38;0;0;0;47
"NO";"Ravensville";"F";0;36345.000000;"M";-1;1;0;0;38
"NO";"Foxton";"F";0;36282.000000;"S";-3;0;1;0;33
"NO";"Princeton";"F";1;36342.000000;"S";20;7;3;1;27
"NO";"Kingsville";"F";1;36326.000000;"S";29;1;1;1;23
"NO";"Queensbury";"F";0;36256.000000;"M";17;2;1;1;24
"NO";"Princeton";"M";0;36262.000000;"M";25;1;0;0;39
"SI";"Queensbury";"M";0;36314.000000;"S";14;0;0;13;49
"NO";"Foxton";"M";0;36230.000000;"S";-6;1;0;0;27
"NO";"Catburg";"M";0;36176.000000;"S";12;0;0;0;25
"SI";"Foxton";"F";1;36231.000000;"M";34;1;3;1;47
"NO";"Kingsville";"F";1;36082.000000;"M";38;1;0;0;29
"NO";"Kingsville";"M";1;36133.000000;"M";15;0;3;2;17
"NO";"Ravensville";"M";0;36066.000000;"M";6;1;4;3;40
"NO";"Princeton";"F";0;36134.000000;"S";32;0;4;1;33
"NO";"Kingsville";"F";1;36137.000000;"U";-1;1;0;0;50
"SI";"Foxton";"F";0;36125.000000;"S";24;2;6;3;35
"NO";"Ravensville";"F";0;36147.000000;"M";-1;4;0;0;52
"NO";"Princeton";"F";0;36119.000000;"S";15;2;5;3;40
"NO";"Foxton";"F";1;36014.000000;"S";24;0;2;2;31
"NO";"Princeton";"M";0;35976.000000;"S";12;1;0;0;38
"NO";"Catburg";"F";0;36000.000000;"S";7;0;0;0;38
"NO";"Ravensville";"M";0;36032.000000;"U";23;0;0;0;25
"NO";"Ravensville";"M";1;35994.000000;"S";7;0;0;0;39
"NO";"Princeton";"M";0;36027.000000;"U";30;0;0;0;38
"NO";"Foxton";"F";0;35977.000000;"S";29;1;3;3;34
"NO";"Ravensville";"M";0;35978.000000;"U";35;0;0;0;22
"NO";"Ravensville";"M";0;36001.000000;"S";27;2;2;1;19
"NO";"Kingsville";"M";0;36037.000000;"S";10;1;3;1;38
"NO";"Kingsville";"M";0;36014.000000;"M";17;0;0;0;24
"NO";"Kingsville";"M";0;35999.000000;"U";25;1;0;0;47
"NO";"Princeton";"M";0;35952.000000;"U";16;2;0;0;27
"NO";"Foxton";"M";0;35886.000000;"S";41;0;0;0;36
"NO";"Kingsville";"F";0;35886.000000;"S";40;0;4;1;36
"NO";"Kingsville";"M";1;35892.000000;"S";28;1;0;0;32
"NO";"Ravensville";"M";1;35862.000000;"S";5;2;0;0;40
"NO";"Queensbury";"F";0;35851.000000;"S";37;4;0;0;25
"NO";"Catburg";"M";0;35912.000000;"U";14;0;3;2;36
"NO";"Ravensville";"F";0;35908.000000;"M";23;0;0;0;33
"NO";"Princeton";"F";0;35882.000000;"M";-5;2;5;0;33
"NO";"Princeton";"M";0;35889.000000;"S";8;1;0;0;33
"NO";"Kingsville";"M";0;35931.000000;"U";-5;0;0;0;63
"NO";"Catburg";"M";0;35912.000000;"U";24;0;3;1;19
"NO";"Kingsville";"M";1;35900.000000;"M";14;2;2;1;25
"NO";"Catburg";"F";0;35917.000000;"U";33;1;4;3;38
"NO";"Ravensville";"F";0;35926.000000;"U";32;1;5;4;35
"NO";"Foxton";"M";0;35860.000000;"U";28;0;0;0;26
"NO";"Princeton";"M";0;35856.000000;"M";8;3;4;2;45
"NO";"Catburg";"M";0;35870.000000;"S";36;1;0;0;39
"NO";"Queensbury";"M";0;35944.000000;"U";8;1;0;0;51
"NO";"Queensbury";"F";0;35887.000000;"M";31;1;0;0;32
"NO";"Foxton";"F";0;35887.000000;"U";26;1;0;0;32
"NO";"Princeton";"M";0;35862.000000;"U";25;2;1;1;36
"NO";"Queensbury";"F";0;35862.000000;"S";-4;0;1;0;36
"NO";"Foxton";"F";0;35900.000000;"M";21;1;0;0;22
"NO";"Foxton";"M";0;35913.000000;"M";-3;1;0;0;51
"NO";"Catburg";"F";0;35906.000000;"S";11;0;0;0;38
"NO";"Kingsville";"M";0;35884.000000;"S";21;2;0;0;44
"NO";"Princeton";"M";0;35884.000000;"U";-3;0;0;0;44
"NO";"Princeton";"M";0;35893.000000;"S";33;3;0;0;21
"SI";"Ravensville";"F";0;35944.000000;"S";37;0;5;23;18
"NO";"Foxton";"M";0;35864.000000;"S";11;0;4;2;24
"NO";"Catburg";"F";0;35936.000000;"M";32;1;0;0;36
"NO";"Kingsville";"M";0;35936.000000;"U";36;3;0;0;36
"NO";"Catburg";"F";0;35858.000000;"S";25;1;2;1;42
"NO";"Queensbury";"M";0;35919.000000;"S";-5;4;0;0;42
"SI";"Princeton";"F";0;35919.000000;"M";12;3;5;19;42
"NO";"Kingsville";"F";0;35919.000000;"S";22;1;0;0;42
"NO";"Ravensville";"M";0;35930.000000;"S";20;1;0;0;37
"NO";"Kingsville";"M";0;35900.000000;"S";-3;0;0;0;18
"NO";"Kingsville";"F";0;35878.000000;"S";30;1;0;0;29
"NO";"Foxton";"F";0;35942.000000;"M";17;4;0;0;25
"NO";"Queensbury";"M";0;35948.000000;"M";5;3;0;0;36
