response;age;age_youngest_child;average#balance#feed#index;branch;debt_equity;gender;bad_payment;gold_card;pension_plan;household_debt_to_equity_ratio;income;marital;members_in_household;months_current_account;months_customer;call_center_contacts;loan_accounts;number_products;number_transactions;non_worker_percentage;white_collar_percentage;rfm_score
"NO";49;21;0;"Catburg";49;"M";0;0;0;61;52679.000000;"M";6;39;"48";1;3;0;0;6;31;0.000000
"SI";37;12;195;"Foxton";37;"F";0;0;0;55;52720.000000;"M";5;25;"36";2;0;3;25;11;32;31.520500
"NO";50;22;70;"Kingsville";50;"F";0;0;0;55;52720.000000;"U";4;26;"36";2;0;2;1;11;32;8.530670
"SI";47;20;405;"Catburg";47;"F";0;0;0;72;52661.000000;"U";2;12;"24";0;2;6;4;12;15;11.238300
"NO";40;14;0;"Princeton";40;"M";0;0;0;33;52702.000000;"M";6;22;"24";6;0;0;0;21;44;0.000000
"NO";54;26;589;"Ravensville";54;"M";0;0;0;53;52733.000000;"U";4;40;"48";2;5;2;9;11;34;16.210300
"NO";34;5;0;"Princeton";34;"M";0;0;0;66;52743.000000;"M";6;31;"36";0;3;0;0;12;21;0.000000
"NO";38;8;212;"Princeton";38;"M";0;1;0;66;52743.000000;"M";6;39;"48";0;2;4;1;12;21;9.389000
"NO";33;1;0;"Foxton";33;"M";0;0;0;49;52747.000000;"U";5;-6;"0";3;1;0;0;9;41;0.000000
"NO";28;0;75;"Princeton";28;"F";0;0;0;59;52717.000000;"S";3;20;"24";1;1;4;3;9;31;12.374900
"SI";46;16;133;"Foxton";46;"M";0;0;0;55;52677.000000;"M";5;41;"48";2;4;1;1;14;29;11.185700
"NO";28;1;0;"Foxton";28;"M";0;0;0;54;52739.000000;"U";4;13;"24";2;0;0;0;10;34;0.000000
"NO";29;0;218;"Foxton";29;"F";0;1;0;27;52732.000000;"S";7;11;"24";7;1;4;21;12;60;27.517300
"NO";47;18;101;"Ravensville";47;"M";0;0;0;56;52654.000000;"M";3;16;"24";2;0;2;2;20;23;10.027300
"NO";27;0;332;"Princeton";27;"F";0;0;0;69;52740.000000;"S";2;7;"12";0;0;2;1;9;20;8.765670
"NO";71;40;109;"Ravensville";71;"F";0;0;0;60;52715.000000;"U";5;12;"24";1;0;3;3;11;27;10.169600
"NO";29;2;0;"Princeton";29;"M";0;0;0;63;52696.000000;"S";3;6;"12";1;1;0;0;8;28;0.000000
"NO";56;24;0;"Princeton";56;"F";0;0;0;63;52707.000000;"M";3;40;"48";1;7;0;0;7;29;0.000000
"NO";32;1;0;"Kingsville";32;"M";0;0;0;64;52657.000000;"U";4;32;"36";1;1;0;0;7;28;0.000000
"NO";30;0;0;"Queensbury";30;"F";0;0;0;70;52750.000000;"S";6;-1;"0";0;3;0;0;3;25;0.000000
"SI";36;13;159;"Catburg";36;"F";0;1;0;39;52744.000000;"U";3;12;"24";5;2;3;2;14;46;10.241500
"NO";38;9;0;"Princeton";38;"M";0;0;0;45;52717.000000;"U";2;13;"24";4;0;0;0;8;45;0.000000
"NO";67;37;0;"Catburg";67;"F";0;0;0;71;52695.000000;"M";3;-1;"0";0;0;1;0;10;17;0.000000
"NO";60;30;0;"Foxton";60;"F";0;0;0;61;52695.000000;"M";4;11;"24";1;2;0;0;12;26;0.000000
"NO";44;16;0;"Princeton";44;"F";0;0;0;48;52660.000000;"S";2;7;"12";3;0;0;0;13;37;0.000000
"SI";32;1;531;"Princeton";32;"F";0;0;0;40;52673.000000;"S";3;28;"36";5;0;3;17;13;46;23.938101
"NO";33;3;0;"Kingsville";33;"F";0;0;0;40;52673.000000;"U";3;14;"24";5;0;0;0;13;46;0.000000
"NO";41;12;0;"Ravensville";41;"F";0;0;0;61;52685.000000;"U";2;40;"48";1;1;0;0;10;28;0.000000
"NO";26;0;83;"Catburg";26;"F";0;0;0;46;52684.000000;"S";2;29;"36";4;0;1;1;22;31;7.645670
"NO";65;36;0;"Queensbury";65;"F";0;0;0;57;52690.000000;"S";6;12;"24";2;0;0;0;13;29;0.000000
"NO";17;0;20;"Foxton";17;"M";0;1;0;49;52742.000000;"S";3;41;"48";3;3;3;1;10;39;8.019990
"NO";41;12;0;"Queensbury";41;"F";0;0;0;69;52667.000000;"S";7;24;"36";0;0;0;0;10;20;0.000000
"SI";26;0;313;"Foxton";26;"M";0;1;0;60;52655.000000;"S";4;23;"36";1;3;2;1;13;26;13.012300
"NO";38;7;0;"Catburg";38;"F";0;0;0;67;52669.000000;"S";7;10;"12";0;0;0;0;9;22;0.000000
"NO";29;1;0;"Kingsville";29;"M";0;0;0;63;52690.000000;"S";2;22;"24";1;0;0;0;16;19;0.000000
"NO";44;16;0;"Foxton";44;"F";0;0;0;55;52721.000000;"U";7;5;"12";2;0;0;0;8;35;0.000000
"NO";37;10;0;"Princeton";37;"F";0;0;0;42;52711.000000;"U";6;32;"36";4;1;0;0;14;42;0.000000
"NO";45;16;0;"Kingsville";45;"F";0;0;0;57;52668.000000;"M";7;19;"24";2;7;0;0;10;32;0.000000
"NO";43;11;0;"Princeton";43;"M";0;0;0;47;52669.000000;"S";4;19;"24";3;0;0;0;11;40;0.000000
"NO";24;0;0;"Catburg";24;"M";0;0;0;68;52690.000000;"S";4;-6;"0";0;2;0;0;7;24;0.000000
"NO";36;4;212;"Kingsville";36;"M";0;0;0;52;52803.000000;"U";6;19;"24";3;0;2;1;10;36;10.966700
"NO";48;20;0;"Kingsville";48;"M";0;0;0;47;52828.000000;"S";5;41;"48";3;0;0;0;17;34;0.000000
"NO";32;4;0;"Foxton";32;"M";0;0;0;57;52795.000000;"S";3;11;"24";2;1;0;0;9;33;0.000000
"NO";40;9;706;"Kingsville";40;"F";0;0;0;36;52762.000000;"M";7;35;"36";5;1;1;7;17;45;15.057200
"NO";21;0;0;"Ravensville";21;"F";0;0;0;46;52849.000000;"S";6;6;"12";4;2;0;0;13;40;0.000000
"NO";28;0;0;"Catburg";28;"M";0;0;0;63;52817.000000;"S";7;24;"36";1;0;0;0;9;26;0.000000
"NO";25;0;463;"Queensbury";25;"F";0;0;0;48;52754.000000;"S";7;30;"36";3;1;5;23;9;42;29.640800
"NO";45;13;0;"Queensbury";45;"F";0;0;0;46;52836.000000;"S";7;10;"12";4;0;0;0;12;41;0.000000
"NO";35;8;0;"Catburg";35;"M";0;0;0;61;52850.000000;"M";2;-5;"0";1;3;0;0;6;32;0.000000
"NO";20;0;0;"Ravensville";20;"F";0;0;0;49;52805.000000;"S";4;39;"48";3;0;0;0;16;34;0.000000
"SI";26;0;245;"Kingsville";26;"F";0;0;0;54;52848.000000;"S";5;18;"24";2;2;5;2;10;34;8.803660
"NO";45;14;0;"Ravensville";45;"M";0;0;0;54;52848.000000;"S";5;11;"24";2;0;0;0;10;34;0.000000
"SI";39;12;50;"Ravensville";39;"M";0;0;0;53;52846.000000;"S";7;32;"36";2;3;3;1;15;30;9.015670
"NO";31;8;93;"Kingsville";31;"F";0;0;0;52;52806.000000;"M";7;9;"12";3;2;2;1;16;30;7.284000
"NO";38;13;0;"Foxton";38;"M";0;0;0;53;52763.000000;"U";2;14;"24";2;0;0;0;13;32;0.000000
"NO";31;2;0;"Catburg";31;"M";0;0;0;64;52801.000000;"M";4;9;"12";1;0;0;0;9;25;0.000000
"NO";36;6;0;"Queensbury";36;"M";0;0;0;71;52834.000000;"M";4;13;"24";0;2;0;0;7;20;0.000000
"NO";36;9;0;"Kingsville";36;"F";0;0;0;66;52807.000000;"U";7;22;"24";0;0;0;0;14;19;0.000000
"NO";48;19;0;"Catburg";48;"M";0;0;0;50;52755.000000;"M";2;-3;"0";3;2;1;0;11;38;0.000000
"NO";29;0;0;"Ravensville";29;"F";0;0;0;64;52787.000000;"S";3;39;"48";1;0;0;0;11;24;0.000000
"NO";32;3;179;"Kingsville";32;"M";0;0;0;63;52797.000000;"M";2;32;"36";1;5;2;1;9;27;8.045670
